DATE       TIME         DOY     DST                                  
2018-02-28 01:00:00.000 059         3.00
2018-02-28 02:00:00.000 059         5.00
2018-02-28 03:00:00.000 059         1.00
2018-02-28 04:00:00.000 059        -2.00
2018-02-28 05:00:00.000 059        -4.00
2018-02-28 06:00:00.000 059        -8.00
2018-02-28 07:00:00.000 059       -11.00
2018-02-28 08:00:00.000 059       -11.00
2018-02-28 09:00:00.000 059        -9.00
2018-02-28 10:00:00.000 059       -10.00
2018-02-28 11:00:00.000 059        -7.00
2018-02-28 12:00:00.000 059        -5.00
2018-02-28 13:00:00.000 059        -4.00
2018-02-28 14:00:00.000 059        -3.00
2018-02-28 15:00:00.000 059        -1.00
2018-02-28 16:00:00.000 059        -4.00
2018-02-28 17:00:00.000 059        -6.00
2018-02-28 18:00:00.000 059        -6.00
2018-02-28 19:00:00.000 059        -5.00
2018-02-28 20:00:00.000 059        -2.00
2018-02-28 21:00:00.000 059        -1.00
2018-02-28 22:00:00.000 059         2.00
2018-02-28 23:00:00.000 059         4.00
